mission,target_id,ra,dec,period_days,transit_duration_hours,depth_ppm,planet_radius_re,stellar_radius_rs,stellar_teff_k,stellar_logg,snr,disposition,source
KEPLER,K04123.01,296.3566,41.455391,44.6226725,12.974,131.9,1.73,1.239,6198.0,4.252,20.6,CANDIDATE,kepler_koi
KEPLER,K04125.01,295.60934,45.484451,1.111362442,6.24,133.9,2.86,2.308,6486.0,3.872,36.8,FALSE POSITIVE,kepler_koi
KEPLER,K04126.01,287.63547,45.716061,8.10503551,4.459,209.9,1.45,0.989,6201.0,4.472,16.5,CONFIRMED,kepler_koi
KEPLER,K02695.01,294.54373,40.313862,2.50343279,1.534,1156.0,20.23,0.84,5174.0,4.483,13.2,CANDIDATE,kepler_koi
KEPLER,K02696.01,284.41592,48.65802,96.4562198,11.195,950.5,9.1,2.704,7029.0,3.806,54.6,CANDIDATE,kepler_koi
KEPLER,K02696.02,284.41592,48.65802,44.5643831,7.874,360.5,5.8,2.704,7029.0,3.806,27.0,CANDIDATE,kepler_koi
KEPLER,K02697.01,297.2952,42.011681,7.37453336,3.745,304.4,87.08,4.991,5028.0,3.289,33.1,FALSE POSITIVE,kepler_koi
KEPLER,K02698.01,298.83588,40.29314,87.9724227,14.638,866.7,3.39,1.159,5837.0,4.305,64.6,CONFIRMED,kepler_koi
KEPLER,K02699.01,291.61188,42.115971,0.568874717,1.2177,378.4,1.49,0.78,5223.0,4.593,50.4,CONFIRMED,kepler_koi
KEPLER,K02700.01,297.00354,44.775089,0.910020582,1.7956,358.1,1.12,0.533,4297.0,4.725,29.9,CANDIDATE,kepler_koi
KEPLER,K02775.01,285.09872,41.775921,17.57704569,2.022,670.0,27.21,0.901,5653.0,4.442,19.1,CANDIDATE,kepler_koi
KEPLER,K02776.01,294.63834,39.39798,1.00652785,1.3175,125.9,1.03,0.889,6089.0,4.527,17.9,FALSE POSITIVE,kepler_koi
KEPLER,K02777.01,297.82056,41.96693,1.99566293,4.514,197.0,1.11,0.771,5235.0,4.595,21.9,FALSE POSITIVE,kepler_koi
KEPLER,K02778.01,297.02008,43.432549,2.21571296,1.8211,285.1,1.7,0.901,5417.0,4.447,22.1,CONFIRMED,kepler_koi
KEPLER,K02779.01,296.77283,50.188419,34.4585495,7.434,431.0,1.88,0.862,6161.0,4.545,23.7,CONFIRMED,kepler_koi
KEPLER,K02780.01,294.29453,50.725368,3.35184041,1.9855,345.3,1.88,1.005,6198.0,4.464,20.0,CONFIRMED,kepler_koi
KEPLER,K02781.01,299.05725,44.074902,1.615758517,1.734,41.7,1.31,2.017,5622.0,3.813,18.0,FALSE POSITIVE,kepler_koi
KEPLER,K02864.01,292.23782,39.00507,3.77881664,5.819,47.1,3.99,5.544,6115.0,3.267,22.2,FALSE POSITIVE,kepler_koi
KEPLER,K02865.01,288.88663,44.83955,1.311558909,1.919,141.3,1.15,0.963,5926.0,4.501,17.2,CONFIRMED,kepler_koi
KEPLER,K02866.01,285.75204,39.24921,1.291233083,1.855,66.0,0.89,1.086,6384.0,4.419,15.9,CONFIRMED,kepler_koi
KEPLER,K02867.01,295.15051,46.772305,1.332560553,3.315,31.7,0.4,0.714,4947.0,4.621,26.1,FALSE POSITIVE,kepler_koi
KEPLER,K02867.02,295.15051,46.772305,18.936061,22.27,24.3,0.34,0.714,4947.0,4.621,14.0,FALSE POSITIVE,kepler_koi
KEPLER,K02868.01,291.34998,45.172272,10.65275054,2.684,740.7,2.2,0.817,5602.0,4.571,17.5,CONFIRMED,kepler_koi
KEPLER,K02869.01,296.29355,43.403271,3.30040818,4.462,98.8,1.43,1.438,6333.0,4.229,19.3,CONFIRMED,kepler_koi
KEPLER,K02954.01,294.34518,39.683929,0.676715927,0.63,264.5,1.29,0.733,5334.0,4.56,14.5,FALSE POSITIVE,kepler_koi
KEPLER,K02955.01,294.47125,40.278759,0.591280187,1.1656,135.0,1.3,1.092,6246.0,4.433,21.6,FALSE POSITIVE,kepler_koi
KEPLER,K02956.01,283.45319,45.084141,3.93766786,4.655,24.3,1.36,2.741,6277.0,3.728,16.8,CONFIRMED,kepler_koi
KEPLER,K02957.01,282.34305,48.340778,4.64490141,2.456,106.4,0.76,0.77,4786.0,4.54,11.7,CANDIDATE,kepler_koi
KEPLER,K02958.01,290.9288,47.887249,31.6084371,3.675,331.6,1.89,1.033,6341.0,4.446,16.2,CANDIDATE,kepler_koi
KEPLER,K02959.01,297.27222,43.098721,16.1558656,3.798,731.3,2.04,0.53,4504.0,4.713,17.5,CANDIDATE,kepler_koi
KEPLER,K02960.01,297.3176,48.239368,1.465943491,1.513,52.3,1.6,2.19,6230.0,3.847,15.8,FALSE POSITIVE,kepler_koi
KEPLER,K00312.02,296.46732,42.598785,16.39926461,3.4108,220.8,1.94,1.303,6156.0,4.284,46.4,CONFIRMED,kepler_koi
KEPLER,K03055.01,291.60175,42.86388,0.566805887,5.2317,1.7,0.08,0.549,5000.0,4.708,0.8,FALSE POSITIVE,kepler_koi
KEPLER,K03056.01,296.20383,42.777828,6.69958851,2.831,253.7,1.24,0.799,5296.0,4.586,13.6,CONFIRMED,kepler_koi
KEPLER,K03057.01,291.40945,38.340019,29.72722,3.45,1010.2,3.02,0.877,5815.0,4.54,19.4,CONFIRMED,kepler_koi
KEPLER,K03057.02,291.40945,38.340019,10.61368712,3.498,559.8,2.06,0.877,5815.0,4.54,18.9,CONFIRMED,kepler_koi
KEPLER,K03058.01,299.72845,44.031811,7.53887442,3.147,342.1,1.33,0.667,5318.0,4.601,13.6,FALSE POSITIVE,kepler_koi
KEPLER,K03059.01,298.65317,47.713711,0.53633519,1.0547,444.1,1.81,0.84,5508.0,4.569,29.9,FALSE POSITIVE,kepler_koi
KEPLER,K03152.01,285.16711,41.967079,28.162612575,3.19576,37749.6,23.52,0.761,4936.0,4.54,912.7,FALSE POSITIVE,kepler_koi
KEPLER,K03153.01,297.62912,41.64151,75.378956896,7.70352,539175.0,58.76,0.771,5420.0,4.596,1886.6,FALSE POSITIVE,kepler_koi
KEPLER,K03155.01,298.93646,40.39175,161.2529031,24.3711,94008.0,59.07,1.87,9341.0,4.222,576.6,FALSE POSITIVE,kepler_koi
KEPLER,K03156.01,289.74249,39.267059,0.761119678,1.43,1112.0,27.81,1.501,6911.0,4.038,9.7,CANDIDATE,kepler_koi
KEPLER,K03156.02,289.74249,39.267059,1.434200327,5.968,3097.3,44.76,1.501,6911.0,4.038,39.1,FALSE POSITIVE,kepler_koi
KEPLER,K03156.03,289.74249,39.267059,8.653098686,3.9071,60715.0,77.15,1.501,6911.0,4.038,262.6,FALSE POSITIVE,kepler_koi
KEPLER,K03156.04,289.74249,39.267059,94.212787,14.48,55654.0,35.89,1.501,6911.0,4.038,112.3,FALSE POSITIVE,kepler_koi
KEPLER,K03271.01,292.95819,42.854889,19.5489666,1.78,523.8,1.89,0.732,5549.0,4.6,12.6,CONFIRMED,kepler_koi
KEPLER,K03271.02,292.95819,42.854889,7.41834569,2.462,234.0,1.12,0.732,5549.0,4.6,11.2,CANDIDATE,kepler_koi
KEPLER,K03272.01,297.82544,40.08799,23.0295222,7.96,548.2,20.81,0.959,5877.0,4.445,27.7,FALSE POSITIVE,kepler_koi
KEPLER,K03273.01,297.79987,40.349281,27.6853358,4.661,1660.7,3.11,0.639,5216.0,4.673,49.3,FALSE POSITIVE,kepler_koi
KEPLER,K03274.01,293.44644,40.409889,35.6225528,4.845,651.1,2.24,0.878,5799.0,4.539,9.6,CONFIRMED,kepler_koi
KEPLER,K03275.01,298.54089,40.471642,37.32483952,6.9676,4989.2,30.32,0.79,5306.0,4.55,155.6,FALSE POSITIVE,kepler_koi
KEPLER,K03276.01,293.69415,38.995628,25.951984,20.585,2340.2,36.8,1.046,5889.0,4.46,131.4,FALSE POSITIVE,kepler_koi
KEPLER,K03358.01,291.88907,39.361771,10.10404351,1.0022,1322.4,4.05,0.831,5530.0,4.541,39.5,CANDIDATE,kepler_koi
KEPLER,K03359.01,282.38327,48.042782,10.692230094,5.46939,376651.0,65.42,0.941,6022.0,4.49,2402.0,FALSE POSITIVE,kepler_koi
KEPLER,K03360.01,279.85608,43.6679,91.4999978,19.5818,65496.0,21.86,0.774,5263.0,4.572,1018.4,FALSE POSITIVE,kepler_koi
KEPLER,K03361.01,295.57608,42.023361,65.9407869,7.776,580.4,2.33,0.96,5982.0,4.493,19.8,CONFIRMED,kepler_koi
KEPLER,K03362.01,286.00461,38.28471,30.47639859,17.9728,130569.0,43.01,0.787,5913.0,4.585,236.2,FALSE POSITIVE,kepler_koi
KEPLER,K03363.01,285.71191,49.706661,14.53260546,2.4212,328.9,1.69,0.932,6003.0,4.507,29.0,CONFIRMED,kepler_koi
KEPLER,K03364.01,290.46207,48.699551,15.7397651,3.297,287.7,1.18,0.723,4733.0,4.569,11.2,FALSE POSITIVE,kepler_koi
KEPLER,K03444.01,297.4292,40.561909,12.67143692,2.498,215.8,0.76,0.529,3705.0,4.721,13.7,CANDIDATE,kepler_koi
KEPLER,K03444.02,297.4292,40.561909,60.32668824,1.6864,3146.7,4.98,0.529,3705.0,4.721,57.0,FALSE POSITIVE,kepler_koi
KEPLER,K03444.03,297.4292,40.561909,2.63595435,1.309,93.7,0.5,0.529,3705.0,4.721,9.2,CANDIDATE,kepler_koi
KEPLER,K03444.04,297.4292,40.561909,14.1502311,1.503,208.1,0.74,0.529,3705.0,4.721,9.3,FALSE POSITIVE,kepler_koi
KEPLER,K03445.01,289.71201,50.128208,82.303914,15.404,737.0,4.47,1.425,5602.0,4.13,22.3,CONFIRMED,kepler_koi
KEPLER,K03446.01,291.46149,38.001808,11.9615433,3.129,424.5,2.24,1.046,6142.0,4.456,12.4,FALSE POSITIVE,kepler_koi
KEPLER,K03448.01,292.96008,38.431431,32.510844,3.254,361.9,2.62,1.358,6074.0,4.244,12.6,CANDIDATE,kepler_koi
KEPLER,K03539.01,284.51367,45.1203,157.32263943,21.9232,153932.0,56.66,0.989,6109.0,4.472,1386.8,FALSE POSITIVE,kepler_koi
KEPLER,K03541.01,284.2572,45.118668,421.42848194,8.60447,96654.3,54.16,1.708,6235.0,4.034,3162.0,CANDIDATE,kepler_koi
KEPLER,K03542.01,294.14001,39.08987,3.012476415,3.31903,198402.0,58.77,1.088,6015.0,4.329,2060.3,FALSE POSITIVE,kepler_koi
KEPLER,K03543.01,294.70926,46.38472,204.74104758,20.5357,333804.0,97.39,1.44,6517.0,4.211,2000.2,FALSE POSITIVE,kepler_koi
KEPLER,K03544.01,287.98795,38.89175,4.664186517,4.0639,555376.0,278.81,3.579,5062.0,3.515,445.7,FALSE POSITIVE,kepler_koi
KEPLER,K03545.01,295.5061,44.110538,1.092066399,2.97608,401890.0,40.74,0.576,4556.0,4.67,1160.6,FALSE POSITIVE,kepler_koi
KEPLER,K03546.01,293.46356,42.88406,4.286103033,2.6422,173359.0,25.8,0.591,4206.0,4.663,397.1,FALSE POSITIVE,kepler_koi
KEPLER,K03638.01,290.22836,40.355389,4.350460215,2.5276,50424.0,533.08,1.416,6585.0,4.208,247.2,FALSE POSITIVE,kepler_koi
KEPLER,K03639.01,298.91165,47.658298,22.77194512,10.1995,30246.0,251.93,4.61,5073.0,3.02,208.6,FALSE POSITIVE,kepler_koi
KEPLER,K00351.05,284.4335,49.305161,8.71980135,3.7454,160.4,1.53,1.2,5970.0,4.317,22.7,CONFIRMED,kepler_koi
KEPLER,K03640.01,298.7836,43.854832,245.4382021,14.502,11311.6,19.17,0.99,5637.0,4.383,844.7,FALSE POSITIVE,kepler_koi
KEPLER,K03641.01,288.32785,38.627621,178.4129899,2.9298,37510.0,33.24,1.148,6078.0,4.346,535.1,FALSE POSITIVE,kepler_koi
KEPLER,K03641.02,288.32785,38.627621,178.44973004,12.86,26086.294981093568,200.09931151804767,7.116323672354248,7112.544952021033,4.351360291478555,161.80713989739706,FALSE POSITIVE,kepler_koi
KEPLER,K03642.01,290.93845,37.701172,2.192004364,3.075,99583.0,37.56,0.687,5306.0,4.642,298.7,FALSE POSITIVE,kepler_koi
KEPLER,K03733.01,294.48807,46.334099,31.43284649,5.3541,178874.0,57.21,1.0,5780.0,4.438,154.0,FALSE POSITIVE,kepler_koi
KEPLER,K03734.01,292.58875,47.393799,9.72675447,19.6214,6641.6,995.22,2.433,6327.0,3.84,366.4,FALSE POSITIVE,kepler_koi
KEPLER,K00355.01,296.56662,49.696251,4.903321801,2.8887,334.5,2.37,1.298,6045.0,4.276,84.5,CONFIRMED,kepler_koi
KEPLER,K03735.01,292.7337,37.559311,8.096939227,2.8833,142891.0,68.48,1.418,6572.0,4.208,177.9,FALSE POSITIVE,kepler_koi
KEPLER,K03736.01,292.13733,38.602348,0.64234865,2.1184,39597.0,25.76,0.791,5441.0,4.553,231.7,FALSE POSITIVE,kepler_koi
KEPLER,K03737.01,286.69733,42.45116,130.4194187,4.165,2290.9,57.51,1.685,5770.0,3.946,90.4,FALSE POSITIVE,kepler_koi
KEPLER,K03738.01,299.01227,40.660034,15.85231085,4.8707,437862.0,679.44,1.0,5780.0,4.438,252.4,FALSE POSITIVE,kepler_koi
KEPLER,K03830.01,296.14957,47.937832,1.031100362,2.9759,129157.0,27.35,0.752,5666.0,4.601,178.5,FALSE POSITIVE,kepler_koi
KEPLER,K03831.01,299.07919,40.828976,0.597933142,3.47133,284383.0,63.46,1.0,5780.0,4.438,1490.3,FALSE POSITIVE,kepler_koi
KEPLER,K03832.01,295.56024,43.203178,5.36652724,8.367,3122.5,7.97,0.849,5858.0,4.553,50.7,FALSE POSITIVE,kepler_koi
KEPLER,K03833.01,293.53409,44.477085,49.5740154,63.196,8772.9,5.01,0.527,4040.0,4.714,200.6,FALSE POSITIVE,kepler_koi
KEPLER,K00367.01,284.47217,39.911812,31.578651216,2.12791,2125.4,4.52,0.99,5733.0,4.442,324.3,CONFIRMED,kepler_koi
KEPLER,K03834.01,286.93588,38.924469,1.540392098,3.7271,1022.0,17.63,0.724,4911.0,4.564,87.2,FALSE POSITIVE,kepler_koi
KEPLER,K03835.01,292.69028,37.83498,47.1484324,3.1347,1113.8,2.58,0.734,4975.0,4.579,54.5,CONFIRMED,kepler_koi
KEPLER,K03929.01,300.4682,44.981426,121.0598037,3.112,1563.0,1680.99,60.688,3942.0,1.101,16.6,FALSE POSITIVE,kepler_koi
KEPLER,K03930.01,289.86264,49.637299,3.28274272,8.9,292.8,1.85,0.82,5741.0,4.533,68.2,FALSE POSITIVE,kepler_koi
KEPLER,K03931.01,290.27328,47.986469,1.231361934,5.433,471.0,2.93,1.016,6095.0,4.378,94.7,FALSE POSITIVE,kepler_koi
KEPLER,K00376.01,288.32147,51.726601,44.14599042,3.4015,4467.8,121.48,1.152,6692.0,4.383,99.6,FALSE POSITIVE,kepler_koi
KEPLER,K03932.01,295.83484,41.426971,356.535835,5.467,3113.0,28.27,0.75,5385.0,4.532,25.7,FALSE POSITIVE,kepler_koi
KEPLER,K03933.01,292.13733,48.917191,3.490785878,1.4513,336.8,1.32,0.725,5496.0,4.618,32.7,CONFIRMED,kepler_koi
KEPLER,K03934.01,294.34845,46.390755,1.92149487,1.891,1006.0,79.14,2.247,6831.0,3.959,11.6,FALSE POSITIVE,kepler_koi
KEPLER,K04025.01,298.53549,48.419479,0.974479091,1.866,221.2,1.19,0.819,5043.0,4.502,25.3,FALSE POSITIVE,kepler_koi
KEPLER,K04026.01,294.08896,39.128101,0.735146413,5.053,275.4,168.34,7.435,6611.0,3.112,78.0,FALSE POSITIVE,kepler_koi
KEPLER,K04027.01,293.8067,44.867352,0.827351796,2.1885,44.7,0.9,1.31,5609.0,4.141,30.6,FALSE POSITIVE,kepler_koi
KEPLER,K00385.01,292.21509,38.548592,13.14496741,3.6399,300.8,1.59,0.888,5411.0,4.477,44.1,CONFIRMED,kepler_koi
KEPLER,K04028.01,290.47928,43.505268,0.618952198,2.8244,8324.1,4.96,0.116,2661.0,5.283,259.3,FALSE POSITIVE,kepler_koi
KEPLER,K04029.01,296.61078,49.567039,1.31723412,7.284,422.7,125.56,12.08,6740.0,2.816,78.4,FALSE POSITIVE,kepler_koi
KEPLER,K04030.01,300.18863,46.185768,7.7553808,22.321,839.6,22.2,0.766,5607.0,4.539,55.9,FALSE POSITIVE,kepler_koi
KEPLER,K04127.01,288.397,40.213188,8.82715783,2.019,368.6,1.67,0.878,5550.0,4.539,11.1,CONFIRMED,kepler_koi
KEPLER,K04128.01,295.53394,39.762249,143.196381,10.424,618.1,6.64,1.06,6007.0,4.333,17.4,FALSE POSITIVE,kepler_koi
KEPLER,K00393.01,294.02911,39.051849,21.41624083,7.081,314.5,2.09,1.18,6156.0,4.331,42.7,CONFIRMED,kepler_koi
KEPLER,K04129.01,295.52948,50.370399,2.31482311,2.127,58.6,0.69,0.923,5240.0,4.428,14.2,CANDIDATE,kepler_koi
KEPLER,K04130.01,290.73364,48.207378,0.952374508,3.006,204.8,1.13,0.821,4754.0,4.508,33.0,FALSE POSITIVE,kepler_koi
KEPLER,K04131.01,293.71811,41.430939,0.936751792,5.658,26.4,2.07,2.909,7843.0,3.829,23.0,FALSE POSITIVE,kepler_koi
KEPLER,K04133.01,289.98096,43.299492,0.621361411,1.0628,45.0,1.12,1.66,6234.0,4.046,24.6,FALSE POSITIVE,kepler_koi
KEPLER,K02701.01,299.59561,40.622822,22.023514,1.932,1670.0,4.79,0.936,5860.0,4.489,10.2,FALSE POSITIVE,kepler_koi
KEPLER,K02702.01,297.62936,41.637459,75.378004,6.744,447.8,3.82,1.077,5876.0,4.374,20.5,FALSE POSITIVE,kepler_koi
KEPLER,K02703.01,290.37631,41.150742,213.258526,7.768,1992.3,2.72,0.637,4477.0,4.649,36.1,CONFIRMED,kepler_koi
KEPLER,K00283.02,288.53082,40.942299,25.5172744,4.735,66.8,0.83,1.016,5680.0,4.414,13.5,CONFIRMED,kepler_koi
KEPLER,K02704.01,298.73611,46.498634,4.871223664,1.5916,6462.0,1.56,0.18,3157.0,5.112,50.5,CONFIRMED,kepler_koi
KEPLER,K02704.02,298.73611,46.498634,2.984157711,1.2637,2598.0,0.92,0.18,3157.0,5.112,24.3,CONFIRMED,kepler_koi
KEPLER,K02705.01,290.95615,49.366398,2.8867624,0.9879,631.8,1.24,0.389,3483.0,4.875,37.1,CONFIRMED,kepler_koi
KEPLER,K02782.01,292.55612,47.329079,112.645961,7.037,1957.9,35.36,0.991,5895.0,4.489,23.3,FALSE POSITIVE,kepler_koi
KEPLER,K02783.01,293.17096,40.99559,0.526887517,0.8971,119.9,0.58,0.519,3945.0,4.721,20.6,CANDIDATE,kepler_koi
KEPLER,K00288.01,293.71646,46.226654,10.27532513,6.3093,209.7,3.04,2.086,6150.0,3.96,99.5,CONFIRMED,kepler_koi
KEPLER,K02784.01,292.05014,38.261002,4.14244748,2.203,69.9,1.82,2.124,6785.0,3.83,12.3,FALSE POSITIVE,kepler_koi
KEPLER,K02785.01,287.0863,46.945808,4.76831033,3.2363,251.8,1.78,1.116,6237.0,4.374,35.4,CONFIRMED,kepler_koi
KEPLER,K02786.01,292.47797,46.022831,44.616751,7.831,239.7,2.31,1.424,6763.0,4.22,28.4,CONFIRMED,kepler_koi
KEPLER,K02870.01,298.03931,39.901939,5.62950902,6.542,297.5,2.11,0.898,5822.0,4.529,14.3,FALSE POSITIVE,kepler_koi
KEPLER,K02871.01,290.20163,48.185822,12.0999065,3.558,165.5,1.39,1.098,5553.0,4.33,15.1,CONFIRMED,kepler_koi
KEPLER,K00295.02,284.73904,49.5984,10.10575764,2.0138,116.8,1.28,1.054,5923.0,4.377,19.9,CONFIRMED,kepler_koi
KEPLER,K02871.02,290.20163,48.185822,5.36375016,2.94,114.3,1.15,1.098,5553.0,4.33,14.4,CONFIRMED,kepler_koi
KEPLER,K02871.04,290.20163,48.185822,7.9788198,2.874,83.8,0.99,1.098,5553.0,4.33,8.3,CANDIDATE,kepler_koi
KEPLER,K02872.01,296.88654,42.655079,3.17319407,2.512,135.8,0.91,0.784,5369.0,4.508,16.2,FALSE POSITIVE,kepler_koi
KEPLER,K02873.01,291.89893,41.744492,5.24368302,10.873,225.4,0.91,0.629,4194.0,4.633,36.9,FALSE POSITIVE,kepler_koi
KEPLER,K02961.01,292.33755,47.6642,3.7847507,2.924,33.5,0.7,1.206,6017.0,4.326,12.2,CONFIRMED,kepler_koi
KEPLER,K00303.01,293.67532,41.295361,60.92818866,6.3336,755.6,2.78,1.023,5638.0,4.359,120.1,CONFIRMED,kepler_koi
KEPLER,K02962.01,294.86319,40.007511,2.17291055,2.139,76.4,0.93,1.045,6164.0,4.446,13.6,CANDIDATE,kepler_koi
KEPLER,K02963.01,294.33646,44.918289,18.2206024,5.109,201.8,1.78,1.262,5951.0,4.283,19.7,CONFIRMED,kepler_koi
KEPLER,K02963.02,294.33646,44.918289,7.35101287,2.757,115.9,1.42,1.262,5951.0,4.283,12.8,CANDIDATE,kepler_koi
KEPLER,K02964.01,299.67587,47.07584,47.4497134,10.675,206.4,1.61,1.126,6007.0,4.353,16.9,CONFIRMED,kepler_koi
KEPLER,K02964.02,299.67587,47.07584,35.080928,6.92,100.7,1.21,1.126,6007.0,4.353,7.6,FALSE POSITIVE,kepler_koi
KEPLER,K03060.01,286.5806,48.544189,6.9131732,4.73,39.1,0.91,1.444,6296.0,4.21,12.5,CONFIRMED,kepler_koi
KEPLER,K03061.01,297.04208,39.912231,7.32851947,1.211,277.8,2.33,0.874,5135.0,4.464,14.0,CONFIRMED,kepler_koi
KEPLER,K03061.02,297.04208,39.912231,77.915425,8.274,178.8,1.17,0.874,5135.0,4.464,9.2,FALSE POSITIVE,kepler_koi
KEPLER,K03062.01,293.57123,43.28648,0.769127296,0.998,114.6,0.9,0.831,6024.0,4.561,17.0,FALSE POSITIVE,kepler_koi
KEPLER,K00313.01,282.13553,43.039101,18.73577127,3.0356,567.2,2.1,0.795,5188.0,4.547,81.8,CONFIRMED,kepler_koi
KEPLER,K03063.01,293.8902,48.336121,18.6052046,6.829,242.5,1.94,1.238,6572.0,4.365,13.1,CONFIRMED,kepler_koi
KEPLER,K03064.01,295.26227,46.78138,1.332562787,6.28,1111.9,29.1,0.967,6091.0,4.487,125.2,FALSE POSITIVE,kepler_koi
KEPLER,K03157.01,284.49561,44.988121,0.683082998,4.409,143.3,9.92,7.762,8247.0,3.17,26.1,FALSE POSITIVE,kepler_koi
KEPLER,K03158.01,289.75229,41.634605,3.60011712,2.396,50.2,0.5,0.721,5051.0,4.562,21.6,CONFIRMED,kepler_koi
KEPLER,K03158.02,289.75229,41.634605,4.54586982,1.756,76.5,0.65,0.721,5051.0,4.562,24.4,CONFIRMED,kepler_koi
KEPLER,K00317.02,298.81638,43.998039,11.505879,5.583,49.8,0.99,1.403,6336.0,4.266,12.5,CANDIDATE,kepler_koi
KEPLER,K03158.03,289.75229,41.634605,6.18943952,2.3316,83.2,0.65,0.721,5051.0,4.562,26.8,CONFIRMED,kepler_koi
KEPLER,K03158.04,289.75229,41.634605,7.74347801,2.7878,77.8,0.62,0.721,5051.0,4.562,24.4,CONFIRMED,kepler_koi
KEPLER,K03158.05,289.75229,41.634605,9.74048508,1.6993,121.4,0.95,0.721,5051.0,4.562,25.8,CONFIRMED,kepler_koi
KEPLER,K03277.01,292.42282,38.266331,42.9136635,5.227,160.6,3.19,2.483,6049.0,3.8,18.2,CONFIRMED,kepler_koi
KEPLER,K03278.01,291.52487,38.455849,88.1804682,5.033,1138.6,2.78,0.839,5497.0,4.57,17.5,FALSE POSITIVE,kepler_koi
KEPLER,K03279.01,291.43143,38.654388,30.8278245,4.214,641.3,2.42,0.96,5982.0,4.493,13.9,CONFIRMED,kepler_koi
KEPLER,K00326.01,286.65604,46.783543,8.97349999,3.1408,935.1,36.0,11.536,4751.0,2.52,44.1,CANDIDATE,kepler_koi
KEPLER,K03280.01,286.12555,47.947609,47.1607932,4.003,723.2,2.58,0.965,5936.0,4.501,13.6,CONFIRMED,kepler_koi
KEPLER,K03281.01,284.22333,48.831772,47.0320478,5.892,367.8,1.98,1.055,5370.0,4.337,13.7,CONFIRMED,kepler_koi
KEPLER,K03282.01,294.08307,50.502769,49.2768448,3.787,1132.9,1.75,0.529,3899.0,4.713,17.8,CONFIRMED,kepler_koi
KEPLER,K03365.01,291.99976,49.301811,22.1270885,4.472,418.2,3.94,1.445,5312.0,4.103,12.6,CONFIRMED,kepler_koi
KEPLER,K03366.01,296.9025,47.628281,10.6784787,2.307,201.0,1.12,0.797,5459.0,4.583,9.4,FALSE POSITIVE,kepler_koi
KEPLER,K03367.01,298.19162,48.396259,25.3736543,2.619,372.9,1.88,0.966,6195.0,4.47,10.6,CANDIDATE,kepler_koi
KEPLER,K00332.01,297.65094,47.39629,5.45849914,4.0448,255.9,1.91,1.135,5914.0,4.396,72.0,CONFIRMED,kepler_koi
KEPLER,K03368.01,285.41266,40.42577,10.08535311,1.75,222.5,1.45,0.945,5947.0,4.487,10.7,CANDIDATE,kepler_koi
KEPLER,K03369.01,293.45609,41.045849,42.559265547,3.36626,207990.0,51.86,0.863,5764.0,4.548,950.0,FALSE POSITIVE,kepler_koi
KEPLER,K03449.01,292.52029,48.123531,62.127677128,5.25005,37430.2,38.61,0.807,5344.0,4.494,990.3,FALSE POSITIVE,kepler_koi
KEPLER,K03450.01,292.17368,44.662861,31.9730649,8.872,158.6,1.09,0.811,5811.0,4.571,15.6,FALSE POSITIVE,kepler_koi
KEPLER,K03451.01,290.34442,48.147308,10.90752977,2.764,186.0,1.58,1.147,6414.0,4.377,11.8,CANDIDATE,kepler_koi
KEPLER,K00339.02,285.88837,47.880379,12.8344771,3.846,281.0,2.55,1.189,6078.0,4.29,35.0,CONFIRMED,kepler_koi
KEPLER,K03452.01,287.63705,42.530819,18.64532882,3.63893,433815.0,61.81,0.845,5931.0,4.554,1256.8,FALSE POSITIVE,kepler_koi
KEPLER,K03453.01,294.23987,40.012131,18.1118457,6.309,328.7,31.25,1.138,6434.0,4.394,10.8,FALSE POSITIVE,kepler_koi
KEPLER,K03454.01,293.14578,42.624161,20.882125422,8.03365,233450.0,66.27,1.072,6335.0,4.427,3506.5,FALSE POSITIVE,kepler_koi
KEPLER,K03547.01,283.89862,42.299992,290.7778719,12.0525,225767.0,45.27,0.734,5207.0,4.585,1836.8,FALSE POSITIVE,kepler_koi
KEPLER,K03548.01,294.92371,47.249989,5.017239915,4.36126,144642.0,41.75,1.079,6519.0,4.41,970.9,FALSE POSITIVE,kepler_koi
KEPLER,K03549.01,292.37616,37.657459,204.0329342,17.5623,411374.0,57.35,0.806,5553.0,4.577,884.9,FALSE POSITIVE,kepler_koi
KEPLER,K00346.01,298.66092,48.606369,12.92489803,2.6811,959.0,2.62,0.768,5103.0,4.584,49.5,CONFIRMED,kepler_koi
KEPLER,K03550.01,289.25281,42.562611,2.148219541,2.94091,457844.0,49.6,0.672,4694.0,4.6,619.8,FALSE POSITIVE,kepler_koi
KEPLER,K03551.01,295.61038,43.260422,58.621578824,8.52961,142951.0,40.43,0.725,5232.0,4.554,1887.7,FALSE POSITIVE,kepler_koi
KEPLER,K03552.01,299.04727,41.538078,15.873380595,8.0429,208362.0,630.53,1.895,5622.0,3.907,978.2,FALSE POSITIVE,kepler_koi
KEPLER,K03643.01,290.34445,38.377071,3.900109346,3.9037,126194.0,40.37,0.969,5791.0,4.424,448.0,FALSE POSITIVE,kepler_koi
KEPLER,K03644.01,295.74377,50.830921,1.471060209,4.3708,148439.0,165.15,2.911,8749.0,3.806,563.0,FALSE POSITIVE,kepler_koi
KEPLER,K03645.01,298.33798,41.075291,4.45543346,5.116,245681.0,51.69,1.0,5780.0,4.438,508.6,FALSE POSITIVE,kepler_koi
