mission,target_id,ra,dec,period_days,transit_duration_hours,depth_ppm,planet_radius_re,stellar_radius_rs,stellar_teff_k,stellar_logg,snr,disposition,source
KEPLER,Kepler-610 c,293.1713241,45.0655934,151.86392,8.622,0.08412,3.3,1.13,5943.0,4.37,1344.6968712099256,,pscomppars
KEPLER,Kepler-290 d,286.4100307,42.6815137,0.764017553,1.103,0.01282,0.86,0.755,5142.0,4.602,1713.8626711956947,,pscomppars
UNKNOWN,TIC 365102760 b,305.8398236,54.3943194,4.21285367,5.52,108739.35847573413,6.21,3.13,4900.0,3.52,154.1376207334124,,pscomppars
KEPLER,Kepler-1388 b,283.3360156,47.1744499,12.2854603,3.037,0.16171,2.59,0.61,4098.0,4.67,545.8957661697755,,pscomppars
UNKNOWN,HD 5891 b,15.1383168,20.2923139,177.11,4.9141470791825395,2462.23774922363,12.6,10.64,4673.0,2.67,682.6176915400902,,pscomppars
TESS,TOI-1448 b,316.324003,57.7710946,8.112245,3.127852,0.47230724,2.749,0.38,3412.0,4.849,1587.2506125616305,,pscomppars
KEPLER,Kepler-654 b,297.0683931,46.8342497,13.72465129,6.9296,0.02818,2.07,1.11,5865.0,4.36,1063.454427817118,,pscomppars
UNKNOWN,AU Mic b,311.2911369,-31.34245,8.46308,3.4927,0.2379,3.95677019,0.744,3678.0,4.404,302.86026458839194,,pscomppars
UNKNOWN,AU Mic c,311.2911369,-31.34245,18.85969,4.236,0.097,2.52202066,0.744,3678.0,4.404,1193.5916731876412,,pscomppars
UNKNOWN,AU Mic e,311.2911369,-31.34245,33.11,1.1729060590435134,88790.3347241347,4.87,0.82,3665.0,4.52,1416.6336874080855,,pscomppars
UNKNOWN,AU Mic d,311.2911369,-31.34245,12.73596,6.883354721323901,100333.04573666192,1.02,0.744,3678.0,4.404,413.922781746887,,pscomppars
UNKNOWN,KMT-2024-BLG-0404L b,271.1470833,-27.9535,4852162.908573578,16.51689072799228,41633.216985609295,11.9,0.7524766783225313,4177.404942199394,4.359848143101278,1595.6661867489659,,pscomppars
UNKNOWN,KMT-2024-BLG-0404L c,271.1470833,-27.9535,6735181.679677485,3.6061839375575433,15003.92731043386,4.33,0.7395891475484098,5073.885715670603,5.157362216883378,800.8912613776706,,pscomppars
KEPLER,Kepler-277 c,286.5831894,39.0772582,33.006,7.201,0.02781,3.36,1.69,5946.0,4.03,874.6440684316615,,pscomppars
KEPLER,Kepler-1203 b,292.7734523,44.178088,0.588000765,1.1627,0.02974,1.06,0.61,4105.0,4.67,171.42051776822845,,pscomppars
KEPLER,Kepler-1501 b,289.918589,42.001428,14.5564533,4.57,0.01038,1.56,1.3,6229.0,4.28,1006.2645105283731,,pscomppars
UNKNOWN,KMT-2021-BLG-0192L b,268.1049583,-30.0086889,2935860.032468773,6.022117611247905,27338.769146806113,6.56,8.060958141956364,6642.690547478228,3.8609433395235984,876.8624319887917,,pscomppars
KEPLER,Kepler-1850 b,287.1428295,43.6161177,1.385800004,1.6449,0.00933,0.72909663,0.6,4239.0,4.667,530.3893798059795,,pscomppars
KEPLER,Kepler-1789 b,282.8631419,41.7966332,80.23190308,4.656,0.08887,2.83137505,0.888,5436.0,4.505,114.7227891030474,,pscomppars
KEPLER,Kepler-140 c,287.3694056,46.7681473,91.353282,7.919,0.02093,1.8,1.288,6077.0,4.272,186.81644106249826,,pscomppars
KEPLER,Kepler-106 b,300.864006,44.3375497,6.16486,3.262,0.00558,0.82,1.04,5858.0,4.407,578.997083574874,,pscomppars
TESS,TOI-4406 b,18.0485164,-56.9253875,30.08364,3.9858103,0.54392108,11.2089807,1.29,6219.0,4.29,373.9860798244716,,pscomppars
UNKNOWN,HD 154672 b,257.520697,-56.4498041,163.94,14.869691566340212,23395.14410662366,12.8,1.32,5743.0,4.27,147.77101015257207,,pscomppars
KEPLER,Kepler-584 b,288.230615,42.4136181,35.1810304,7.373,0.10246,4.21,1.24,6195.0,4.31,241.66308752273213,,pscomppars
K2,K2-397 b,79.9516586,21.2591617,3.572326,1.3,3336.3516707911913,2.417,0.966,5387.0,4.435,306.4525508396846,,pscomppars
KEPLER,Kepler-1082 b,289.3586737,50.5984489,1.543206604,2.6094,0.00912,1.12,1.14,5923.0,4.33,573.8981183740115,,pscomppars
KEPLER,Kepler-1672 b,297.9400971,40.2785566,150.878,8.6405,0.06509,2.97022762,1.08841,6131.95,4.42894,526.3107093952641,,pscomppars
KEPLER,Kepler-618 b,286.2498525,48.0609256,3.595769645,3.3249,0.03837,2.6,1.08,5860.0,4.39,1149.581903592182,,pscomppars
KEPLER,Kepler-322 b,281.3487514,44.2952525,1.653888,1.672,0.01352,1.01,0.89,5388.0,4.501,366.48602762657373,,pscomppars
TESS,TOI-262 b,32.534687,-31.0706272,11.14529,1.501,0.0484,2.07,0.853,5310.0,4.54,1019.7524357189899,,pscomppars
KEPLER,Kepler-1072 b,292.0443891,46.3289723,1.569066502,2.7835,0.01472,1.58,1.32,6199.0,4.27,424.3947647709627,,pscomppars
UNKNOWN,HD 68402 b,121.3474609,-74.4100732,1103.0,9.46965349406332,38993.13205325151,12.6,1.02,5950.0,4.47,252.18334530179715,,pscomppars
KEPLER,Kepler-1161 b,299.0770621,45.4405583,10.71252541,2.7219,0.11986,2.13,0.57,4253.0,4.7,337.8404647531627,,pscomppars
KEPLER,Kepler-1777 b,290.3286455,37.7231188,12.18420029,2.4468,0.0515,2.13189678,1.068,5771.0,4.374,54.322536537361046,,pscomppars
KEPLER,Kepler-1991 c,285.0360506,45.0709909,22.79020351,5.0394,0.06179,2.57,1.053,5478.0,4.354,975.6645104834586,,pscomppars
UNKNOWN,rho CrB c,240.2600639,33.3001861,102.19,0.7587150996794443,63666.250577293,5.78,1.34,5817.0,4.25,597.4662721114676,,pscomppars
KEPLER,Kepler-310 d,288.839278,46.9867472,92.876125,7.126,0.06588,2.47,0.876,5797.0,4.521,2681.370838413114,,pscomppars
UNKNOWN,UCAC4 328-061594 b,152.6991091,-24.4532674,1642997.7503344975,5.081233743549653,82593.8151561012,12.1,0.10937833018964699,8488.94837683264,4.865045005329055,404.70685469726175,,pscomppars
TESS,TOI-2000 c,146.3970631,-66.6866307,9.127055,3.654,0.4568,8.14,1.134,5611.0,4.363,2666.767907285594,,pscomppars
TESS,TOI-2000 b,146.3970631,-66.6866307,3.09833,1.959,0.0496,2.7,1.134,5611.0,4.363,889.8009676330538,,pscomppars
UNKNOWN,HD 39194 d,86.129071,-70.1382377,33.91,0.9601379204707701,16288.062632488154,1.83,0.783742,5205.0,4.53,1825.8923028806878,,pscomppars
KEPLER,Kepler-1563 b,288.5735936,51.4727698,3.43276598,4.156,0.00632,0.75,0.99,5765.0,4.45,32.52104296297928,,pscomppars
KEPLER,Kepler-500 b,295.9513472,43.8519884,8.508324398,3.5033,0.06521,2.58,1.03,5813.0,4.42,289.49004796155066,,pscomppars
KEPLER,Kepler-530 b,283.3402948,48.549062,39.30941904,5.7832,0.11321,3.01,0.89,5697.0,4.53,2612.6879811808326,,pscomppars
UNKNOWN,KMT-2019-BLG-1216L b,268.480625,-35.1366389,4291183.518110862,1.2646644836581014,92447.85664570754,5.98,3.8341898656763496,4275.020183075827,5.039343672088578,144.21120978350575,,pscomppars
TESS,TOI-2719 b,71.5549449,-0.8048725,3.37594,3.538,0.127,5.98,1.69,5762.0,4.22,1132.3825654676318,,pscomppars
KEPLER,Kepler-173 b,294.6466171,41.8840952,4.263742,2.261,0.01831,1.29,0.949,6031.0,4.404,724.3158259014151,,pscomppars
UNKNOWN,HD 12484 b,30.6115322,2.8158078,58.83,5.485518929372659,130069.31045792636,13.2,1.001848,5920.0,4.65,1029.2058147272187,,pscomppars
KEPLER,Kepler-361 c,296.8034146,46.7411011,55.188023,9.167,0.03594,2.52,1.343,6169.0,4.254,791.4016696865101,,pscomppars
KEPLER,Kepler-265 e,290.5104788,41.244743,67.831024,7.066,0.05078,2.59,1.103,5835.0,4.326,1075.3561557318144,,pscomppars
KEPLER,Kepler-1724 b,296.1207272,47.9214736,6.45442009,2.6772,0.05861,2.83677238,0.943,6092.0,4.496,545.4936492118177,,pscomppars
K2,K2-233 c,230.4799011,-20.2317975,7.06024,2.687,56463.254618521525,1.272,0.71,4796.0,4.53,1217.629987665738,,pscomppars
UNKNOWN,KMT-2019-BLG-2974L b,267.8520833,-29.4231611,1723906.8903878476,7.747257022799658,126882.1682798355,11.4,0.1309754555396786,5222.294023403163,4.993294216829944,959.4026246724932,,pscomppars
KEPLER,Kepler-1144 b,290.0432936,47.2578857,17.14647302,3.841,0.04403,1.99,0.96,5753.0,4.47,917.3652787247063,,pscomppars
KEPLER,Kepler-1440 b,285.3469737,48.3122283,39.859484,8.06,0.01555,1.26,0.96,5698.0,4.46,69.71048054865197,,pscomppars
KEPLER,Kepler-188 b,281.2797173,44.3154743,2.061897,1.791,0.0214,1.68,1.141,6021.0,4.346,806.5902343255502,,pscomppars
KEPLER,Kepler-296 b,286.5400278,49.4372614,10.864384,1.853,0.07487,1.61,0.48,3740.0,4.774,961.4571804686803,,pscomppars
KEPLER,Kepler-388 c,284.8280577,44.6086451,13.297004,3.277,0.02197,0.86,0.586,4498.0,4.69,131.83033324365977,,pscomppars
UNKNOWN,TrES-2 b,286.8085258,49.3164211,2.47063,1.74259,1.6,15.24424,1.12,5850.0,4.43,945.0202690007546,,pscomppars
KEPLER,Kepler-1661 b,285.1670927,41.9669383,175.06,5.377481067109274,129043.35392212908,3.87,0.762,5100.0,4.66,222.88919420605197,,pscomppars
UNKNOWN,HAT-P-53 b,21.8711012,38.9681137,1.9616241,2.7936,1.40862146,14.773462,1.209,5956.0,4.31,524.4652880563111,,pscomppars
KEPLER,Kepler-332 c,286.6627811,47.4136938,15.995622,3.379,0.02217,1.09,0.72,4955.0,4.611,900.0360696074304,,pscomppars
KEPLER,Kepler-1393 b,284.4594558,40.1424756,2.44357812,1.822,0.00673,0.8,0.92,5697.0,4.5,538.4388133780642,,pscomppars
KEPLER,Kepler-304 b,294.4418031,40.5575408,3.295709,1.797,0.18579,2.86,0.687,4731.0,4.635,198.36035881799972,,pscomppars
KEPLER,Kepler-1464 c,287.2356828,38.7540824,5.32786292,4.678,0.00872,1.0,1.01,5828.0,4.44,1284.7310974692848,,pscomppars
UNKNOWN,NGTS-26 b,217.6832961,-31.7324526,4.5199279,3.719,121777.35025217138,14.88552637,1.16,5550.0,4.1,238.59531216585387,,pscomppars
KEPLER,Kepler-1502 b,296.1079271,39.3199201,41.7083629,8.401,0.033,3.18,1.72,6666.0,4.13,336.3306565684608,,pscomppars
KEPLER,Kepler-1022 b,289.3520595,46.9736345,10.99469878,1.6434,0.08847,2.36,0.68,4445.0,4.64,985.599671525579,,pscomppars
KEPLER,Kepler-1861 b,295.8465148,49.9361586,40.0306015,4.979,0.02286,2.20677414,1.373,5855.0,4.227,274.0579615909484,,pscomppars
KEPLER,Kepler-1380 b,288.1160421,42.4403832,10.3108245,5.643,0.0204,1.43,0.94,5570.0,4.48,398.61532658966104,,pscomppars
UNKNOWN,eps CrB b,239.3965057,26.8776171,417.9,11.392726162851094,4954.839437987302,12.7,21.0,4406.0,1.94,660.8476536682194,,pscomppars
UNKNOWN,HIP 21152 b,68.0205209,5.4100745,22000.0,6.362987788102146,78573.41772386225,12.0,1.59186,6655.0,4.3,1320.0738778924515,,pscomppars
KEPLER,Kepler-112 c,296.9811361,43.2097025,28.574263,4.963,0.08249,2.4,0.841,5544.0,4.506,46.293726371460544,,pscomppars
UNKNOWN,HD 103891 b,179.4382907,-8.5486195,1919.0,2.131888659538579,58628.18671492847,13.2,2.22,6072.0,3.79,402.7073883535874,,pscomppars
KEPLER,Kepler-887 b,290.0907893,39.8169085,20.42228798,6.192,0.01893,1.84,1.29,6194.0,4.29,163.1401475807217,,pscomppars
KEPLER,Kepler-154 b,289.7805393,49.8965624,33.040532,3.355,0.05774,2.26,1.001,5690.0,4.415,297.78444397113157,,pscomppars
UNKNOWN,HAT-P-62 b,74.5043816,48.3008551,2.6453235,3.103,1.04568418,12.02723629,1.17,5629.0,4.312,1818.728600735,,pscomppars
KEPLER,Kepler-1370 c,284.5656897,41.7784781,7.44142113,4.731,0.00884,1.27,1.29,6202.0,4.29,198.6579302594009,,pscomppars
UNKNOWN,HD 219666 b,349.5592665,-56.9039857,6.034468,2.158,0.18,4.898,1.059,5540.0,4.4,642.4614009346102,,pscomppars
KEPLER,Kepler-1967 b,299.1376276,43.4984724,7.281690121,1.723,0.01116,0.73022577,1.806,4970.0,3.924,872.0504903630389,,pscomppars
UNKNOWN,HD 194490 b,306.9980087,-51.6644646,13092.18348,8.191076806087288,70400.61687683614,12.4,1.14911,5861.32,4.34265,1963.2816850985591,,pscomppars
KEPLER,Kepler-393 b,290.995205,45.192188,9.182417,4.343,0.00847,1.29,1.382,6189.0,4.233,67.51905291908515,,pscomppars
UNKNOWN,HD 118203 b,203.509956,53.7281876,6.1349779,5.643,0.386,12.778238,2.04,5742.0,3.92,751.1856268802003,,pscomppars
KEPLER,Kepler-1735 b,281.0503476,47.1882005,7.71792984,1.84,0.03189,1.19429134,0.509,3975.0,4.753,158.78863695679428,,pscomppars
KEPLER,Kepler-301 b,283.982904,49.2329512,2.508553,2.294,0.02116,1.35,0.9,5815.0,4.525,222.9602525140126,,pscomppars
UNKNOWN,HD 116029 c,200.1646905,24.6484725,907.0,0.4817748040321483,75647.0883922181,13.7,4.6,4951.0,3.4,1235.3833542953673,,pscomppars
UNKNOWN,HD 211403 b,333.8158177,58.2755601,223.8,8.725443313925595,147523.97151600203,12.8,1.206,6273.0,4.3,343.2801975318687,,pscomppars
KEPLER,Kepler-1613 b,289.8750066,43.4209318,1.5184299,3.414,0.01968,2.08,1.12,6005.0,4.37,597.652250781294,,pscomppars
KEPLER,Kepler-1532 b,296.902784,41.1981424,1.093663559,1.4839,0.02184,1.35,0.88,5559.0,4.51,993.9789882294067,,pscomppars
UNKNOWN,HD 158259 d,261.3495847,52.7904721,5.1980814,4.6611194917396,35207.67596931504,2.18,1.21,5801.89,4.25132,1065.0125865776604,,pscomppars
KEPLER,Kepler-965 b,298.5153169,41.8912305,134.2527298,9.105,0.08321,3.38,1.15,5886.0,4.33,167.75157753873947,,pscomppars
KEPLER,Kepler-513 b,285.0416235,50.0753913,28.86235584,5.2042,0.04492,2.2,1.06,5849.0,4.39,1129.46610722106,,pscomppars
KEPLER,Kepler-418 b,294.4335228,38.3554729,86.67856,10.224,0.82441,13.45,1.09,5820.0,4.35,133.2824491492802,,pscomppars
KEPLER,Kepler-1435 b,291.1732806,44.9210836,4.45343281,3.796,0.00474,0.86,1.32,6356.0,4.28,836.4817553938007,,pscomppars
UNKNOWN,HD 188641 b,299.4048303,-37.7448845,14583.81038,0.5688566681935343,55278.586136252,11.9,1.94492,5897.32,3.88965,599.0716487359874,,pscomppars
KEPLER,Kepler-431 b,281.1123072,43.2277663,6.803,4.608,0.00327,0.764,1.092,6004.0,4.4,1076.4002580105403,,pscomppars
TESS,TOI-1279 b,185.0628734,56.2014094,9.61419,2.7649671,0.09336533,2.66146528,0.8426,5457.0,4.529,363.3434011062031,,pscomppars
KEPLER,Kepler-1575 b,293.7432102,45.7615507,2.55314213,1.858,0.01853,1.31,0.92,5667.0,4.49,184.12814107095878,,pscomppars
K2,K2-187 b,132.5235618,23.1924709,0.77401,1.5792,0.0237,1.2,0.83,5438.0,4.6,8.153088605235776,,pscomppars
KEPLER,KOI-94 b,297.3330716,41.8911186,3.743208,3.6888,0.01263,1.71,1.52,6182.0,4.181,760.6329616570487,,pscomppars
KEPLER,KOI-94 d,297.3330716,41.8911186,22.342989,6.68603,0.56128,11.27,1.52,6182.0,4.181,715.4865700818763,,pscomppars
KEPLER,Kepler-63 b,289.2262876,49.5482814,9.4341505,2.903,0.40243,6.11,0.901,5576.0,4.52,263.5156533983801,,pscomppars
KEPLER,Kepler-81 b,293.6369437,42.8248275,5.955,2.3691,0.15051,2.42,0.59,4385.0,4.7,86.74289694190769,,pscomppars
UNKNOWN,KMT-2020-BLG-0414L c,271.915,-28.4852222,724402.47826596,5.766114519861824,34687.1327415601,12.2,4.388308289127157,7400.383311200457,4.229711650423772,546.4729000684216,,pscomppars
KEPLER,Kepler-87 b,297.9168433,46.9651146,114.73635,11.878,0.485,13.49,1.82,5600.0,3.96,362.1515920359497,,pscomppars
UNKNOWN,Gaia22dkvL b,151.769,-66.1808889,3113592.0310935527,0.21547108221795494,111102.7987937779,14.1,3.1143504286367354,6839.322180734601,4.000120615152676,265.7525876190171,,pscomppars
KEPLER,Kepler-1065 c,294.511319,38.7904648,2.37030743,1.845,0.0317,1.6,0.93,5635.0,4.49,110.52878119707277,,pscomppars
KEPLER,Kepler-1965 b,292.5147146,38.0219872,41.86869812,5.783,0.01507,1.35415138,0.837,5852.0,4.559,1664.3454151707529,,pscomppars
UNKNOWN,WASP-133 b,314.5754375,-35.7966224,2.176423,3.4392,0.8114683,13.56289,1.44,5700.0,4.18,1308.238569844669,,pscomppars
KEPLER,Kepler-389 c,291.9600082,44.9000587,14.51143,2.967,0.03558,1.46,0.792,5376.0,4.57,971.3797192815389,,pscomppars
UNKNOWN,HD 6718 b,16.9536005,-8.2336165,2496.0,3.4622043385193,58831.05052326265,13.5,0.95,5801.0,4.51,297.79693722764387,,pscomppars
K2,K2-184 b,129.1405227,14.4618826,16.9780102,2.4912,0.037,1.47,0.75,5245.0,4.62,551.5171927630865,,pscomppars
UNKNOWN,WASP-148 c,254.1305022,44.3025361,34.524,2.287606163949368,29385.428684883464,13.9,0.912,5555.0,4.496,1026.9382038503688,,pscomppars
KEPLER,Kepler-777 b,282.7241098,44.3465098,5.72812599,1.9804,0.06434,1.47,0.56,4043.0,4.71,1173.329691808827,,pscomppars
KEPLER,Kepler-56 c,293.7583002,41.871807,21.40239,11.721,0.04093,9.8,4.23,4840.0,3.31,181.32580751428446,,pscomppars
UNKNOWN,KIC 10001893 b,287.3892308,46.9844491,0.2197,5.689286755316186,113258.3773172684,32.13817427452658,0.18,27500.0,5.35,89.36681901531533,,pscomppars
KEPLER,Kepler-62 b,283.2125621,45.3496992,5.714932,2.31,0.043,1.31,0.64,4925.0,4.68,2047.8570221605173,,pscomppars
UNKNOWN,HD 21520 b,51.6403449,-43.6136649,25.1292,4.885,176490.7352688888,2.697,1.044,5871.0,4.42,682.3937720954586,,pscomppars
KEPLER,Kepler-1987 e,295.8254663,42.9433716,8.74292005,2.6277,0.07795,1.92,0.714,4769.0,4.622,442.82065960352895,,pscomppars
TESS,TOI-1758 b,354.741581,75.6852317,20.705074685,3.6727,0.1822,3.62,0.81,5169.0,4.53,237.87616127266347,,pscomppars
UNKNOWN,KMT-2016-BLG-1105L b,266.44725,-26.2663694,4370238.519094735,6.6845592660455795,152269.12473151166,1.33,0.20892488224160816,3858.7140731065506,4.288758327880474,529.1215885844837,,pscomppars
TESS,TOI-6478 b,149.9918059,-16.1597935,34.005019,2.9,3.4206,4.6,0.234,3230.0,5.016,494.7532914163482,,pscomppars
KEPLER,Kepler-1338 b,284.0422701,41.6990348,0.935118057,1.542,0.00648,0.92,1.05,5909.0,4.41,1256.665099321229,,pscomppars
KEPLER,Kepler-961 b,282.0354942,43.6312491,16.87727414,3.7835,0.08336,2.55,0.9,5582.0,4.51,632.689309126277,,pscomppars
UNKNOWN,HD 35843 b,81.3488924,-44.4312849,9.8991,5.495028822758645,14982.11255038129,2.29,0.897,5666.0,4.47,671.1138342323401,,pscomppars
UNKNOWN,OGLE-2018-BLG-1011L c,269.014,-29.0828889,3399750.5234076115,8.683046918525127,54357.751613805514,13.2,3.7610043145201204,4959.936620869727,4.192011926987912,687.2548344996935,,pscomppars
KEPLER,Kepler-1265 b,284.5858364,47.0795646,6.49441289,2.243,0.03573,1.35,0.69,4630.0,4.63,1759.0793039736595,,pscomppars
KEPLER,Kepler-184 b,291.9518784,43.0746172,10.687576,3.221,0.07777,2.36,0.873,5788.0,4.51,1484.7902258281208,,pscomppars
KEPLER,Kepler-238 e,287.8971066,40.6378141,23.654,8.2183,0.33418,5.6,0.96,5800.0,4.49,337.1389182350569,,pscomppars
KEPLER,Kepler-410 A b,283.1510448,45.1400838,17.833648,4.5403,0.03279,2.838,1.352,6273.0,4.261,716.9986170048282,,pscomppars
UNKNOWN,OGLE-2016-BLG-1800L b,269.9032083,-30.8653611,335848.88478547183,0.34233801229664396,76593.4131229647,13.2,4.085727226293445,4969.941197302563,4.258408268450701,468.0630660586715,,pscomppars
KEPLER,Kepler-85 e,290.9734395,45.2902761,25.216751,4.083,0.01948,1.27,0.893,5436.0,4.494,744.3174020948478,,pscomppars
KEPLER,Kepler-130 d,288.4505905,40.2452006,87.517905,1.824,0.01452,1.64,1.127,5884.0,4.304,1163.2715578003902,,pscomppars
UNKNOWN,HIP 8541 b,27.5271962,-54.4651633,1852.14387,6.424126678149088,206.15548941441554,12.6,7.83,4670.0,2.7,75.2220645779505,,pscomppars
KEPLER,Kepler-1886 b,296.2645118,39.4059745,24.2758007,4.59,0.07022,2.58158428,0.837,5745.0,4.559,286.298096468193,,pscomppars
KEPLER,Kepler-542 b,292.2149697,38.5485469,13.14497566,3.5964,0.03008,1.57,0.9,5526.0,4.5,231.47642689526668,,pscomppars
UNKNOWN,HD 62364 b,113.9052658,-75.5442707,5138.0,11.21641898973015,72385.185726679,12.1,1.401,6255.0,4.14,1451.4820660719188,,pscomppars
TESS,TOI-1749 b,282.7372281,64.419466,2.38839,1.032409,0.05698512,1.39,0.55,3985.0,4.7,77.80924410577006,,pscomppars
KEPLER,Kepler-1634 b,294.043399,45.1398201,374.876239,11.328,0.09265,3.19,0.89,5474.0,4.51,388.14417187393525,,pscomppars
KEPLER,Kepler-99 b,297.3539994,41.3000452,4.60358,2.3499,0.04498,1.48,0.73,4782.0,4.605,1384.0857606499676,,pscomppars
K2,K2-393 b,348.5159113,-0.0821031,10.413181,9.57600957514638,35115.966435687114,2.352,1.071,5678.0,4.321,3077.5774731360307,,pscomppars
K2,K2-5 c,169.3034598,-1.8778254,10.93241,3.498,0.1378,2.26,0.57,3930.0,4.71,1340.78417895132,,pscomppars
UNKNOWN,HAT-P-11 c,297.7101763,48.0818635,3361.0,4.315012038433464,7487.225067455965,13.2,0.683,4653.0,4.663,1129.4098092362317,,pscomppars
KEPLER,Kepler-1416 b,298.6634624,43.8940593,1.49514952,3.11,0.0052,0.88,1.15,6019.0,4.35,782.8261829852423,,pscomppars
KEPLER,Kepler-1701 b,286.6088625,41.8892986,169.134,8.614,0.06716,2.22186207,0.840217,5146.0,4.5288,186.31924664801534,,pscomppars
KEPLER,Kepler-1578 b,288.3021104,47.7756227,1.450886907,1.781,0.01357,1.04,0.86,5545.0,4.53,758.7580487215959,,pscomppars
KEPLER,KOI-55 c,296.3561853,41.0927315,0.342887,2.2158917027568203,55328.2991346247,0.867,0.203,27730.0,5.52,785.0952010647912,,pscomppars
UNKNOWN,HD 45364 b,96.4105736,-31.4810037,225.79,0.6604333043752207,16960.996415890215,9.03,0.89,5466.0,4.38,495.33511897248394,,pscomppars
KEPLER,Kepler-1772 b,289.4381201,39.2703594,3.215090036,3.9026,0.0158,2.68609988,0.934,5541.0,4.472,828.1744002763369,,pscomppars
KEPLER,Kepler-1862 b,296.7533555,49.3780726,16.05730057,3.546,0.0575,2.203,0.806,5644.0,4.575,994.5336759316559,,pscomppars
KEPLER,Kepler-990 b,297.9381813,46.8813194,9.91723428,3.2597,0.04579,2.6,1.08,5948.0,4.39,841.6597119553558,,pscomppars
KEPLER,Kepler-1537 b,294.3853917,43.8254461,1.444453798,0.9748,0.02216,1.18,0.77,5079.0,4.58,385.5406709715028,,pscomppars
KEPLER,Kepler-1593 b,300.4882018,44.4606698,174.509835,7.098,0.153,3.17,0.77,4995.0,4.59,1192.1461384160984,,pscomppars
KEPLER,Kepler-328 b,295.8092756,40.0084866,34.921,9.874,0.05,2.3,1.06,6064.0,4.44,2381.900717739731,,pscomppars
KEPLER,Kepler-511 c,282.9455384,47.5749181,26.62949944,7.8308,0.04928,4.20964327,1.417,5866.0,4.117,1651.8892345751826,,pscomppars
K2,K2-198 b,198.8436817,-6.4649888,17.0428683,2.9592,0.2737,4.189,0.757,5212.9,4.5962,757.1907594804652,,pscomppars
KEPLER,Kepler-451 c,294.6359173,46.0664076,1460.0,4.461662366236568,89178.98763008496,13.5,0.203,29564.0,5.508,181.7963067562207,,pscomppars
KEPLER,Kepler-369 c,293.6743322,47.9084727,14.871572,2.427,0.09449,1.41,0.471,3591.0,4.785,549.849145742303,,pscomppars
TESS,TOI-1777.01,151.807032,46.1148814,14.650111974,2.6433,0.033,2.246,0.98,5859.0,4.4776,1099.974827186563,,pscomppars
KEPLER,Kepler-1024 b,291.9510277,38.2516419,66.4162133,6.965,0.20532,3.91,0.78,5143.0,4.57,896.909167004566,,pscomppars
KEPLER,Kepler-253 c,291.8419337,44.858124,10.281951,3.517,0.11107,2.65,0.786,5208.0,4.595,1333.2195509136081,,pscomppars
KEPLER,Kepler-171 c,296.7719082,41.7555958,11.463462,2.566,0.10245,2.56,0.839,5642.0,4.566,681.0820058788566,,pscomppars
UNKNOWN,WASP-33 b,36.7127375,37.5504441,1.21987,2.8536,1.21601096,17.855937,1.444,7430.0,4.25,1021.8084949346406,,pscomppars
TESS,TOI-4145 A b,39.4297435,80.2673838,4.0664428,2.106,2.015,13.30506009,0.859,5281.0,4.526,265.84117383930925,,pscomppars
KEPLER,Kepler-709 b,292.105272,42.3803077,16.08524954,3.5655,0.15586,2.92,0.77,5071.0,4.58,342.74803926728265,,pscomppars
UNKNOWN,TrES-4 b,268.3043361,37.2117397,3.55395,3.6341388,0.98,18.04649,1.66,6200.0,4.06,170.65152927456265,,pscomppars
KEPLER,Kepler-1987 b,295.8254663,42.9433716,2.345863002,1.6795,0.03167,1.23,0.714,4769.0,4.622,237.07601767669328,,pscomppars
KEPLER,Kepler-366 b,296.8520316,49.0844359,3.281959,2.851,0.0191,1.46,1.048,6209.0,4.452,388.33858399797725,,pscomppars
K2,K2-155 d,65.469614,21.3532633,40.718,4.464,0.074,1.9,0.58,4258.0,4.6,423.6648506967575,,pscomppars
KEPLER,Kepler-312 c,298.3957687,42.4597712,19.747412,3.376,0.04807,3.15,1.467,6115.0,4.191,563.6513372509289,,pscomppars
KEPLER,Kepler-245 e,291.6389972,42.4363482,3.219821056,2.1157,0.0504,1.75,0.8,5174.0,4.57,983.520748147215,,pscomppars
UNKNOWN,HD 102843 b,177.5854673,-1.2522989,3090.942,4.840724718506622,121595.4639805907,13.1,0.961488,5436.0,4.45935,1053.577030874317,,pscomppars
KEPLER,Kepler-1066 b,298.866621,46.5022325,1.931559839,1.6283,0.04919,2.36,0.98,5762.0,4.45,591.9908905379064,,pscomppars
UNKNOWN,HD 108874 c,187.6126029,22.8794399,1624.0,0.6328880782142896,4653.419201971399,13.8,1.05,5551.0,4.44,980.2886390809402,,pscomppars
KEPLER,Kepler-49 e,292.2945208,40.5918123,18.596108,2.164,0.08138,1.56,0.559,4252.0,4.727,590.6188043522459,,pscomppars
KEPLER,Kepler-52 d,286.7380152,49.9757383,36.445171,4.153,0.11556,1.95,0.556,4263.0,4.729,43.13234396418678,,pscomppars
KEPLER,Kepler-562 b,290.1196007,46.2737393,18.009314436,4.9713,0.30044,5.21,0.9,5575.0,4.5,136.68441659335758,,pscomppars
KEPLER,Kepler-711 b,297.4600468,42.8398172,23.58914398,4.7592,0.12007,3.41,0.8,5222.0,4.56,639.3105119545268,,pscomppars
UNKNOWN,NY Vir c,204.7005847,-2.0303873,8799.0,1.831518465202897,60367.36555313182,12.8,0.151,32780.0,5.74193,198.9426720990354,,pscomppars
